,height,c,L,size
12215,1304000,0.2,100,851318
12214,1304000,0.2,100,847658
12213,1304000,0.2,100,854246
12212,1304000,0.2,100,857418
12211,1304000,0.2,100,847902
12210,1304000,0.2,100,852782
12209,1304000,0.2,144,934550
12208,1304000,0.2,144,913566
12207,1304000,0.2,144,913810
12206,1304000,0.2,144,916250
12205,1304000,0.2,144,925766
12204,1304000,0.2,144,922838
12203,1304000,0.2,144,917714
12202,1304000,0.2,144,917470
12201,1304000,0.2,144,923082
12200,1304000,0.2,144,929182
12199,1304000,0.2,144,927962
12198,1304000,0.2,144,923570
12197,1304000,0.2,144,923814
12196,1304000,0.2,144,922106
12195,1304000,0.2,144,924546
12194,1304000,0.2,144,920886
12193,1304000,0.2,144,915762
12192,1304000,0.2,144,929426
12191,1304000,0.2,144,918202
12190,1304000,0.2,144,925766
12189,1304000,0.2,144,915274
12188,1304000,0.2,144,909418
12187,1304000,0.2,144,922106
12186,1304000,0.2,144,923570
12185,1304000,0.2,144,909418
12184,1304000,0.2,144,923326
12183,1304000,0.2,144,933330
12182,1304000,0.2,144,918446
12181,1304000,0.2,144,921618
12180,1304000,0.2,144,934062
12179,1304000,0.2,192,1008108
12178,1304000,0.2,192,1003472
12177,1304000,0.2,192,1011524
12176,1304000,0.2,192,997860
12175,1304000,0.2,192,995420
12174,1304000,0.2,192,1005180
12173,1304000,0.2,192,1000788
12172,1304000,0.2,192,1001520
12171,1304000,0.2,192,992736
12170,1304000,0.2,192,997372
12169,1304000,0.2,192,1006156
12168,1304000,0.2,192,1005180
12167,1304000,0.2,192,1010060
12166,1304000,0.2,192,1005912
12165,1304000,0.2,192,1002496
12164,1304000,0.2,192,1006888
12163,1304000,0.2,192,1002984
12162,1304000,0.2,192,998592
12161,1304000,0.2,192,1015672
12160,1304000,0.2,192,1004204
12159,1304000,0.2,192,1009572
12158,1304000,0.2,192,1010060
12157,1304000,0.2,192,1005668
12156,1304000,0.2,192,1008108
12155,1304000,0.2,192,1006156
12154,1304000,0.2,192,1003960
12153,1304000,0.2,192,1003716
12152,1304000,0.2,192,1009816
12151,1304000,0.2,192,1001276
12150,1304000,0.2,192,1002252
12149,1304000,0.2,240,1096361
12148,1304000,0.2,240,1090017
12147,1304000,0.2,240,1092457
12146,1304000,0.2,240,1088065
12145,1304000,0.2,240,1082209
12144,1304000,0.2,240,1095629
12143,1304000,0.2,240,1086845
12142,1304000,0.2,240,1082209
12141,1304000,0.2,240,1091481
12140,1304000,0.2,240,1086601
12139,1304000,0.2,240,1096849
12138,1304000,0.2,240,1099045
12137,1304000,0.2,240,1089285
12136,1304000,0.2,240,1086601
12135,1304000,0.2,240,1094653
12134,1304000,0.2,240,1091969
12133,1304000,0.2,240,1083673
12132,1304000,0.2,240,1090505
12131,1304000,0.2,240,1091725
12130,1304000,0.2,240,1086357
12129,1304000,0.2,240,1090017
12128,1304000,0.2,240,1086113
12127,1304000,0.2,240,1086113
12126,1304000,0.2,240,1084649
12125,1304000,0.2,240,1095629
12124,1304000,0.2,240,1095141
12123,1304000,0.2,240,1079281
12122,1304000,0.2,240,1085381
12121,1304000,0.2,240,1089529
12120,1304000,0.2,240,1089773
12119,1304000,0.5,100,1714312
12118,1304000,0.5,100,1669172
12117,1304000,0.5,100,1688936
12116,1304000,0.5,100,1700404
12115,1304000,0.5,100,1707480
12114,1304000,0.5,100,1707480
12113,1304000,0.5,100,1702600
12112,1304000,0.5,100,1686252
12111,1304000,0.5,100,1717484
12110,1304000,0.5,100,1701868
12109,1304000,0.5,100,1720412
12108,1304000,0.5,100,1706016
12107,1304000,0.5,100,1704308
12106,1304000,0.5,100,1681372
12105,1304000,0.5,100,1691376
12104,1304000,0.5,100,1706016
12103,1304000,0.5,100,1702600
12102,1304000,0.5,100,1705772
12101,1304000,0.5,100,1715776
12100,1304000,0.5,100,1715288
12099,1304000,0.5,100,1720900
12098,1304000,0.5,100,1718460
12097,1304000,0.5,100,1701380
12096,1304000,0.5,100,1714068
12095,1304000,0.5,100,1698452
12094,1304000,0.5,100,1708700
12093,1304000,0.5,100,1698696
12092,1304000,0.5,100,1692352
12091,1304000,0.5,100,1698452
12090,1304000,0.5,100,1709432
12089,1304000,0.5,144,1746431
12088,1304000,0.5,144,1748383
12087,1304000,0.5,144,1737647
12086,1304000,0.5,144,1729107
12085,1304000,0.5,144,1745455
12084,1304000,0.5,144,1750579
12083,1304000,0.5,144,1740331
12082,1304000,0.5,144,1738867
12081,1304000,0.5,144,1753263
12080,1304000,0.5,144,1730815
12079,1304000,0.5,144,1757655
12078,1304000,0.5,144,1735207
12077,1304000,0.5,144,1737403
12076,1304000,0.5,144,1729839
12075,1304000,0.5,144,1746919
12074,1304000,0.5,144,1733743
12073,1304000,0.5,144,1734231
12072,1304000,0.5,144,1736427
12071,1304000,0.5,144,1728619
12070,1304000,0.5,144,1743259
12069,1304000,0.5,144,1746919
12068,1304000,0.5,144,1729839
12067,1304000,0.5,144,1748871
12066,1304000,0.5,144,1752043
12065,1304000,0.5,144,1733743
12064,1304000,0.5,144,1736427
12063,1304000,0.5,144,1755215
12062,1304000,0.5,144,1725691
12061,1304000,0.5,144,1742283
12060,1304000,0.5,144,1736183
12059,1304000,0.5,192,1778313
12058,1304000,0.5,192,1798809
12057,1304000,0.5,192,1801005
12056,1304000,0.5,192,1801981
12055,1304000,0.5,192,1783437
12054,1304000,0.5,192,1801737
12053,1304000,0.5,192,1790757
12052,1304000,0.5,192,1791245
12051,1304000,0.5,192,1811253
12050,1304000,0.5,192,1793441
12049,1304000,0.5,192,1788317
12048,1304000,0.5,192,1788561
12047,1304000,0.5,192,1805885
12046,1304000,0.5,192,1805397
12045,1304000,0.5,192,1814669
12044,1304000,0.5,192,1804421
12043,1304000,0.5,192,1814913
12042,1304000,0.5,192,1803689
12041,1304000,0.5,192,1800761
12040,1304000,0.5,192,1793685
12039,1304000,0.5,192,1801005
12038,1304000,0.5,192,1801981
12037,1304000,0.5,192,1788805
12036,1304000,0.5,192,1807593
12035,1304000,0.5,192,1804909
12034,1304000,0.5,192,1800273
12033,1304000,0.5,192,1798321
12032,1304000,0.5,192,1802469
12031,1304000,0.5,192,1789781
12030,1304000,0.5,192,1789537
12029,1304000,0.5,240,1876728
12028,1304000,0.5,240,1866480
12027,1304000,0.5,240,1869408
12026,1304000,0.5,240,1860624
12025,1304000,0.5,240,1885512
12024,1304000,0.5,240,1859160
12023,1304000,0.5,240,1860380
12022,1304000,0.5,240,1848180
12021,1304000,0.5,240,1884780
12020,1304000,0.5,240,1889172
12019,1304000,0.5,240,1861356
12018,1304000,0.5,240,1859648
12017,1304000,0.5,240,1872092
12016,1304000,0.5,240,1882584
12015,1304000,0.5,240,1862576
12014,1304000,0.5,240,1859892
12013,1304000,0.5,240,1875996
12012,1304000,0.5,240,1865016
12011,1304000,0.5,240,1865748
12010,1304000,0.5,240,1860380
12009,1304000,0.5,240,1865748
12008,1304000,0.5,240,1855012
12007,1304000,0.5,240,1870628
12006,1304000,0.5,240,1880144
12005,1304000,0.5,240,1877460
12004,1304000,0.5,240,1850864
12003,1304000,0.5,240,1849644
12002,1304000,0.5,240,1855256
12001,1304000,0.5,240,1872336
12000,1304000,0.5,240,1873068
11999,1304000,0.8,100,4642546
11998,1304000,0.8,100,4657430
11997,1304000,0.8,100,4658162
11996,1304000,0.8,100,4659138
11995,1304000,0.8,100,4689882
11994,1304000,0.8,100,4653282
11993,1304000,0.8,100,4658162
11992,1304000,0.8,100,4663774
11991,1304000,0.8,100,4662798
11990,1304000,0.8,100,4661822
11989,1304000,0.8,100,4659870
11988,1304000,0.8,100,4660846
11987,1304000,0.8,100,4657674
11986,1304000,0.8,100,4675486
11985,1304000,0.8,100,4637666
11984,1304000,0.8,100,4649378
11983,1304000,0.8,100,4643766
11982,1304000,0.8,100,4644742
11981,1304000,0.8,100,4677438
11980,1304000,0.8,100,4677194
11979,1304000,0.8,100,4685002
11978,1304000,0.8,100,4643278
11977,1304000,0.8,100,4655966
11976,1304000,0.8,100,4666702
11975,1304000,0.8,100,4689150
11974,1304000,0.8,100,4670362
11973,1304000,0.8,100,4666702
11972,1304000,0.8,100,4673290
11971,1304000,0.8,100,4662798
11970,1304000,0.8,100,4683294
11969,1304000,0.8,144,4594251
11968,1304000,0.8,144,4611575
11967,1304000,0.8,144,4604255
11966,1304000,0.8,144,4574487
11965,1304000,0.8,144,4585711
11964,1304000,0.8,144,4596203
11963,1304000,0.8,144,4610355
11962,1304000,0.8,144,4590103
11961,1304000,0.8,144,4600595
11960,1304000,0.8,144,4622799
11959,1304000,0.8,144,4603523
11958,1304000,0.8,144,4591323
11957,1304000,0.8,144,4602547
11956,1304000,0.8,144,4581807
11955,1304000,0.8,144,4579367
11954,1304000,0.8,144,4581807
11953,1304000,0.8,144,4582783
11952,1304000,0.8,144,4572291
11951,1304000,0.8,144,4595471
11950,1304000,0.8,144,4595227
11949,1304000,0.8,144,4596935
11948,1304000,0.8,144,4592787
11947,1304000,0.8,144,4574487
11946,1304000,0.8,144,4559847
11945,1304000,0.8,144,4604255
11944,1304000,0.8,144,4567899
11943,1304000,0.8,144,4613039
11942,1304000,0.8,144,4588639
11941,1304000,0.8,144,4572047
11940,1304000,0.8,144,4590103
11939,1304000,0.8,192,4575927
11938,1304000,0.8,192,4587395
11937,1304000,0.8,192,4585931
11936,1304000,0.8,192,4576659
11935,1304000,0.8,192,4577635
11934,1304000,0.8,192,4575927
11933,1304000,0.8,192,4570071
11932,1304000,0.8,192,4564947
11931,1304000,0.8,192,4541767
11930,1304000,0.8,192,4579099
11929,1304000,0.8,192,4552259
11928,1304000,0.8,192,4587883
11927,1304000,0.8,192,4565435
11926,1304000,0.8,192,4567631
11925,1304000,0.8,192,4554211
11924,1304000,0.8,192,4586907
11923,1304000,0.8,192,4589591
11922,1304000,0.8,192,4560067
11921,1304000,0.8,192,4565191
11920,1304000,0.8,192,4581051
11919,1304000,0.8,192,4554943
11918,1304000,0.8,192,4550307
11917,1304000,0.8,192,4546159
11916,1304000,0.8,192,4575927
11915,1304000,0.8,192,4577391
11914,1304000,0.8,192,4575927
11913,1304000,0.8,192,4574219
11912,1304000,0.8,192,4590567
11911,1304000,0.8,192,4548843
11910,1304000,0.8,192,4558115
11909,1304000,0.8,240,4581278
11908,1304000,0.8,240,4577374
11907,1304000,0.8,240,4563466
11906,1304000,0.8,240,4562002
11905,1304000,0.8,240,4582742
11904,1304000,0.8,240,4560782
11903,1304000,0.8,240,4556634
11902,1304000,0.8,240,4549314
11901,1304000,0.8,240,4535650
11900,1304000,0.8,240,4550046
11899,1304000,0.8,240,4582986
11898,1304000,0.8,240,4579570
11897,1304000,0.8,240,4573226
11896,1304000,0.8,240,4550778
11895,1304000,0.8,240,4576886
11894,1304000,0.8,240,4584450
11893,1304000,0.8,240,4562734
11892,1304000,0.8,240,4563710
11891,1304000,0.8,240,4593234
11890,1304000,0.8,240,4551754
11889,1304000,0.8,240,4578594
11888,1304000,0.8,240,4571274
11887,1304000,0.8,240,4587134
11886,1304000,0.8,240,4568346
11885,1304000,0.8,240,4562002
11884,1304000,0.8,240,4559806
11883,1304000,0.8,240,4568346
11882,1304000,0.8,240,4568346
11881,1304000,0.8,240,4583962
11880,1304000,0.8,240,4586890
11879,1354000,0.2,100,864494
11878,1354000,0.2,100,856198
11877,1354000,0.2,100,856442
11876,1354000,0.2,100,855466
11875,1354000,0.2,100,846194
11874,1354000,0.2,100,859370
11873,1354000,0.2,100,855710
11872,1354000,0.2,100,859126
11871,1354000,0.2,100,860346
11870,1354000,0.2,100,862542
11869,1354000,0.2,100,849610
11868,1354000,0.2,100,861078
11867,1354000,0.2,100,856686
11866,1354000,0.2,100,868398
11865,1354000,0.2,100,862786
11864,1354000,0.2,100,858394
11863,1354000,0.2,100,866690
11862,1354000,0.2,100,865714
11861,1354000,0.2,100,871082
11860,1354000,0.2,100,857662
11859,1354000,0.2,100,867910
11858,1354000,0.2,100,859614
11857,1354000,0.2,100,851318
11856,1354000,0.2,100,843998
11855,1354000,0.2,100,860346
11854,1354000,0.2,100,857174
11853,1354000,0.2,100,865714
11852,1354000,0.2,100,859370
11851,1354000,0.2,100,857906
11850,1354000,0.2,100,852294
11849,1354000,0.2,144,929725
11848,1354000,0.2,144,934361
11847,1354000,0.2,144,933629
11846,1354000,0.2,144,935581
11845,1354000,0.2,144,926065
11844,1354000,0.2,144,931677
11843,1354000,0.2,144,932409
11842,1354000,0.2,144,922405
11841,1354000,0.2,144,941925
11840,1354000,0.2,144,930213
11839,1354000,0.2,144,929725
11838,1354000,0.2,144,929969
11837,1354000,0.2,144,936313
11836,1354000,0.2,144,932165
11835,1354000,0.2,144,915085
11834,1354000,0.2,144,922893
11833,1354000,0.2,144,936313
11832,1354000,0.2,144,928993
11831,1354000,0.2,144,938997
11830,1354000,0.2,144,943877
11829,1354000,0.2,144,917037
11828,1354000,0.2,144,926553
11827,1354000,0.2,144,921917
11826,1354000,0.2,144,928261
11825,1354000,0.2,144,934849
11824,1354000,0.2,144,917525
11823,1354000,0.2,144,922405
11822,1354000,0.2,144,928993
11821,1354000,0.2,144,926797
11820,1354000,0.2,144,927041
11819,1354000,0.2,192,1013964
11818,1354000,0.2,192,993468
11817,1354000,0.2,192,1010304
11816,1354000,0.2,192,1003472
11815,1354000,0.2,192,1005424
11814,1354000,0.2,192,1015428
11813,1354000,0.2,192,1005912
11812,1354000,0.2,192,998348
11811,1354000,0.2,192,1012988
11810,1354000,0.2,192,1003960
11809,1354000,0.2,192,1003228
11808,1354000,0.2,192,1016404
11807,1354000,0.2,192,1000544
11806,1354000,0.2,192,1005912
11805,1354000,0.2,192,1015428
11804,1354000,0.2,192,1005912
11803,1354000,0.2,192,1002984
11802,1354000,0.2,192,1017868
11801,1354000,0.2,192,1014940
11800,1354000,0.2,192,1017136
11799,1354000,0.2,192,1006156
11798,1354000,0.2,192,1008108
11797,1354000,0.2,192,1002008
11796,1354000,0.2,192,1006156
11795,1354000,0.2,192,1012256
11794,1354000,0.2,192,996640
11793,1354000,0.2,192,1009572
11792,1354000,0.2,192,1005180
11791,1354000,0.2,192,1004936
11790,1354000,0.2,192,1002008
11789,1354000,0.2,240,1090072
11788,1354000,0.2,240,1093244
11787,1354000,0.2,240,1091292
11786,1354000,0.2,240,1104712
11785,1354000,0.2,240,1094464
11784,1354000,0.2,240,1085680
11783,1354000,0.2,240,1106664
11782,1354000,0.2,240,1085680
11781,1354000,0.2,240,1102028
11780,1354000,0.2,240,1103248
11779,1354000,0.2,240,1110812
11778,1354000,0.2,240,1101784
11777,1354000,0.2,240,1101052
11776,1354000,0.2,240,1094708
11775,1354000,0.2,240,1097392
11774,1354000,0.2,240,1097636
11773,1354000,0.2,240,1108616
11772,1354000,0.2,240,1080312
11771,1354000,0.2,240,1094708
11770,1354000,0.2,240,1099344
11769,1354000,0.2,240,1095684
11768,1354000,0.2,240,1095684
11767,1354000,0.2,240,1098856
11766,1354000,0.2,240,1099100
11765,1354000,0.2,240,1082996
11764,1354000,0.2,240,1107152
11763,1354000,0.2,240,1100320
11762,1354000,0.2,240,1100320
11761,1354000,0.2,240,1094708
11760,1354000,0.2,240,1101296
11759,1354000,0.5,100,1721986
11758,1354000,0.5,100,1717838
11757,1354000,0.5,100,1727110
11756,1354000,0.5,100,1715886
11755,1354000,0.5,100,1715642
11754,1354000,0.5,100,1720522
11753,1354000,0.5,100,1724914
11752,1354000,0.5,100,1728086
11751,1354000,0.5,100,1715642
11750,1354000,0.5,100,1711738
11749,1354000,0.5,100,1717106
11748,1354000,0.5,100,1722962
11747,1354000,0.5,100,1710762
11746,1354000,0.5,100,1739554
11745,1354000,0.5,100,1721986
11744,1354000,0.5,100,1717350
11743,1354000,0.5,100,1741506
11742,1354000,0.5,100,1715398
11741,1354000,0.5,100,1736382
11740,1354000,0.5,100,1713934
11739,1354000,0.5,100,1715398
11738,1354000,0.5,100,1716374
11737,1354000,0.5,100,1725646
11736,1354000,0.5,100,1730282
11735,1354000,0.5,100,1701246
11734,1354000,0.5,100,1711006
11733,1354000,0.5,100,1721254
11732,1354000,0.5,100,1733210
11731,1354000,0.5,100,1718326
11730,1354000,0.5,100,1726622
11729,1354000,0.5,144,1755813
11728,1354000,0.5,144,1747029
11727,1354000,0.5,144,1765573
11726,1354000,0.5,144,1758497
11725,1354000,0.5,144,1756057
11724,1354000,0.5,144,1760449
11723,1354000,0.5,144,1748005
11722,1354000,0.5,144,1753129
11721,1354000,0.5,144,1753861
11720,1354000,0.5,144,1758985
11719,1354000,0.5,144,1746297
11718,1354000,0.5,144,1755325
11717,1354000,0.5,144,1754349
11716,1354000,0.5,144,1744101
11715,1354000,0.5,144,1746297
11714,1354000,0.5,144,1748493
11713,1354000,0.5,144,1742637
11712,1354000,0.5,144,1751665
11711,1354000,0.5,144,1753617
11710,1354000,0.5,144,1732633
11709,1354000,0.5,144,1756789
11708,1354000,0.5,144,1733121
11707,1354000,0.5,144,1758985
11706,1354000,0.5,144,1758497
11705,1354000,0.5,144,1748005
11704,1354000,0.5,144,1751665
11703,1354000,0.5,144,1756545
11702,1354000,0.5,144,1764597
11701,1354000,0.5,144,1753129
11700,1354000,0.5,144,1749713
11699,1354000,0.5,192,1805995
11698,1354000,0.5,192,1806483
11697,1354000,0.5,192,1803555
11696,1354000,0.5,192,1811119
11695,1354000,0.5,192,1810387
11694,1354000,0.5,192,1795991
11693,1354000,0.5,192,1807947
11692,1354000,0.5,192,1810143
11691,1354000,0.5,192,1815511
11690,1354000,0.5,192,1824783
11689,1354000,0.5,192,1831615
11688,1354000,0.5,192,1814291
11687,1354000,0.5,192,1820391
11686,1354000,0.5,192,1811119
11685,1354000,0.5,192,1823075
11684,1354000,0.5,192,1810387
11683,1354000,0.5,192,1805019
11682,1354000,0.5,192,1820147
11681,1354000,0.5,192,1803555
11680,1354000,0.5,192,1798431
11679,1354000,0.5,192,1817707
11678,1354000,0.5,192,1825271
11677,1354000,0.5,192,1805507
11676,1354000,0.5,192,1810631
11675,1354000,0.5,192,1810387
11674,1354000,0.5,192,1812583
11673,1354000,0.5,192,1809411
11672,1354000,0.5,192,1811119
11671,1354000,0.5,192,1802335
11670,1354000,0.5,192,1811607
11669,1354000,0.5,240,1896358
11668,1354000,0.5,240,1890258
11667,1354000,0.5,240,1885866
11666,1354000,0.5,240,1864150
11665,1354000,0.5,240,1864882
11664,1354000,0.5,240,1888550
11663,1354000,0.5,240,1889038
11662,1354000,0.5,240,1886598
11661,1354000,0.5,240,1867078
11660,1354000,0.5,240,1870982
11659,1354000,0.5,240,1892942
11658,1354000,0.5,240,1895138
11657,1354000,0.5,240,1873178
11656,1354000,0.5,240,1875862
11655,1354000,0.5,240,1885134
11654,1354000,0.5,240,1887330
11653,1354000,0.5,240,1880254
11652,1354000,0.5,240,1868542
11651,1354000,0.5,240,1868298
11650,1354000,0.5,240,1874398
11649,1354000,0.5,240,1877326
11648,1354000,0.5,240,1866834
11647,1354000,0.5,240,1885866
11646,1354000,0.5,240,1878546
11645,1354000,0.5,240,1899286
11644,1354000,0.5,240,1879034
11643,1354000,0.5,240,1887086
11642,1354000,0.5,240,1873422
11641,1354000,0.5,240,1888794
11640,1354000,0.5,240,1880010
11639,1354000,0.8,100,4683624
11638,1354000,0.8,100,4674840
11637,1354000,0.8,100,4711928
11636,1354000,0.8,100,4724616
11635,1354000,0.8,100,4685332
11634,1354000,0.8,100,4686796
11633,1354000,0.8,100,4710464
11632,1354000,0.8,100,4717296
11631,1354000,0.8,100,4684600
11630,1354000,0.8,100,4727300
11629,1354000,0.8,100,4684356
11628,1354000,0.8,100,4693140
11627,1354000,0.8,100,4696556
11626,1354000,0.8,100,4699484
11625,1354000,0.8,100,4688260
11624,1354000,0.8,100,4698752
11623,1354000,0.8,100,4701436
11622,1354000,0.8,100,4699240
11621,1354000,0.8,100,4695824
11620,1354000,0.8,100,4716808
11619,1354000,0.8,100,4703144
11618,1354000,0.8,100,4683624
11617,1354000,0.8,100,4712660
11616,1354000,0.8,100,4711928
11615,1354000,0.8,100,4677524
11614,1354000,0.8,100,4693140
11613,1354000,0.8,100,4704852
11612,1354000,0.8,100,4692896
11611,1354000,0.8,100,4704608
11610,1354000,0.8,100,4702656
11609,1354000,0.8,144,4615809
11608,1354000,0.8,144,4627521
11607,1354000,0.8,144,4626789
11606,1354000,0.8,144,4618005
11605,1354000,0.8,144,4606293
11604,1354000,0.8,144,4613613
11603,1354000,0.8,144,4621909
11602,1354000,0.8,144,4612637
11601,1354000,0.8,144,4636549
11600,1354000,0.8,144,4603121
11599,1354000,0.8,144,4607025
11598,1354000,0.8,144,4634841
11597,1354000,0.8,144,4633133
11596,1354000,0.8,144,4634109
11595,1354000,0.8,144,4606293
11594,1354000,0.8,144,4625081
11593,1354000,0.8,144,4642649
11592,1354000,0.8,144,4649481
11591,1354000,0.8,144,4660949
11590,1354000,0.8,144,4620689
11589,1354000,0.8,144,4639233
11588,1354000,0.8,144,4626545
11587,1354000,0.8,144,4624593
11586,1354000,0.8,144,4635817
11585,1354000,0.8,144,4634353
11584,1354000,0.8,144,4611661
11583,1354000,0.8,144,4612637
11582,1354000,0.8,144,4629229
11581,1354000,0.8,144,4639965
11580,1354000,0.8,144,4626545
11579,1354000,0.8,192,4572054
11578,1354000,0.8,192,4596698
11577,1354000,0.8,192,4580594
11576,1354000,0.8,192,4619878
11575,1354000,0.8,192,4595966
11574,1354000,0.8,192,4621098
11573,1354000,0.8,192,4610362
11572,1354000,0.8,192,4596698
11571,1354000,0.8,192,4624514
11570,1354000,0.8,192,4593770
11569,1354000,0.8,192,4573274
11568,1354000,0.8,192,4609874
11567,1354000,0.8,192,4595478
11566,1354000,0.8,192,4610850
11565,1354000,0.8,192,4598406
11564,1354000,0.8,192,4610850
11563,1354000,0.8,192,4624270
11562,1354000,0.8,192,4623538
11561,1354000,0.8,192,4604018
11560,1354000,0.8,192,4613046
11559,1354000,0.8,192,4596210
11558,1354000,0.8,192,4590842
11557,1354000,0.8,192,4600602
11556,1354000,0.8,192,4614510
11555,1354000,0.8,192,4585962
11554,1354000,0.8,192,4575958
11553,1354000,0.8,192,4595478
11552,1354000,0.8,192,4588890
11551,1354000,0.8,192,4600602
11550,1354000,0.8,192,4602066
11549,1354000,0.8,240,4611864
11548,1354000,0.8,240,4601372
11547,1354000,0.8,240,4594052
11546,1354000,0.8,240,4602836
11545,1354000,0.8,240,4625284
11544,1354000,0.8,240,4617720
11543,1354000,0.8,240,4623820
11542,1354000,0.8,240,4599176
11541,1354000,0.8,240,4620648
11540,1354000,0.8,240,4593564
